title,authors,summaries,subjects,characters,text_url,character_name,character_resume,snippet,traits
Os fidalgos da Casa Mourisca: Chronica da aldeia,"[{""name"": ""Dinis, Júlio"", ""birth_year"": 1839, ""death_year"": 1871}]","[""\""Os Fidalgos da Casa Mourisca\"" by Júlio Dinis is a novel written in the late 19th century. It explores themes of social decline, inheritance, and the contrast between old aristocracy and new agrarian prosperity through the lives of the Negrão family, particularly focusing on the struggles of D. Luiz, the patriarch, and his two sons, Jorge and Mauricio. The story delves into their ancestral home, the Casa Mourisca, which symbolizes their faded grandeur and the challenges posed by changing socio-political landscapes.  At the start of the narrative, the reader is introduced to the historical context of Portugal and the local folklore that surrounds the characters, specifically the notion of \""mouras encantadas.\"" The narrative quickly shifts to the depiction of the Casa Mourisca, highlighting its dilapidated state and the burdens of the Negrão family. D. Luiz, having returned from a diplomatic career, is shown grappling with family tragedies and political tensions. His sons represent differing attitudes towards their legacy; Jorge is introspective and concerned with the family's decline, whereas Mauricio is more carefree and focused on societal pleasures. As Jorge observes the flourishing Herdade nearby, he begins to reflect on saving their family estate, setting the stage for potential conflict and character development. (This is an automatically generated summary.)""]","[""Love stories"", ""Nobility -- Portugal -- Fiction"", ""Portugal -- Fiction""]","[""D. Luiz"", ""Jorge"", ""Mauricio"", ""Negrão""]",https://www.gutenberg.org/ebooks/16428.txt.utf-8,D. Luiz,"D. Luiz é um fidalgo instruído e determinado, mas também orgulhoso, inflexível e conservador. Sua rigidez política o levou a atos egoístas e impulsivos, resultando em desgostos e amargura. Ele se isola, tornando-se rabugento e indiferente à ruína de sua casa.","D. Luiz, com toda a intolerancia partidaria, rompeu completamente as
relações com elles, ferindo assim no intimo os affectos mais sanctos da
pobre senhora, que sentia esmagar-se-lhe o coração entre as fortes e
irreconciliaveis paixões dos que ella com igual affecto amava.","[""inflexível"", ""rígido"", ""autoritário"", ""egoísta"", ""frio""]"
Os fidalgos da Casa Mourisca: Chronica da aldeia,"[{""name"": ""Dinis, Júlio"", ""birth_year"": 1839, ""death_year"": 1871}]","[""\""Os Fidalgos da Casa Mourisca\"" by Júlio Dinis is a novel written in the late 19th century. It explores themes of social decline, inheritance, and the contrast between old aristocracy and new agrarian prosperity through the lives of the Negrão family, particularly focusing on the struggles of D. Luiz, the patriarch, and his two sons, Jorge and Mauricio. The story delves into their ancestral home, the Casa Mourisca, which symbolizes their faded grandeur and the challenges posed by changing socio-political landscapes.  At the start of the narrative, the reader is introduced to the historical context of Portugal and the local folklore that surrounds the characters, specifically the notion of \""mouras encantadas.\"" The narrative quickly shifts to the depiction of the Casa Mourisca, highlighting its dilapidated state and the burdens of the Negrão family. D. Luiz, having returned from a diplomatic career, is shown grappling with family tragedies and political tensions. His sons represent differing attitudes towards their legacy; Jorge is introspective and concerned with the family's decline, whereas Mauricio is more carefree and focused on societal pleasures. As Jorge observes the flourishing Herdade nearby, he begins to reflect on saving their family estate, setting the stage for potential conflict and character development. (This is an automatically generated summary.)""]","[""Love stories"", ""Nobility -- Portugal -- Fiction"", ""Portugal -- Fiction""]","[""D. Luiz"", ""Jorge"", ""Mauricio"", ""Negrão""]",https://www.gutenberg.org/ebooks/16428.txt.utf-8,D. Luiz,"D. Luiz é um fidalgo instruído e determinado, mas também orgulhoso, inflexível e conservador. Sua rigidez política o levou a atos egoístas e impulsivos, resultando em desgostos e amargura. Ele se isola, tornando-se rabugento e indiferente à ruína de sua casa.","Sobre a bella e arrojada cabeça d'aquelle adolescente pesaram as sombras
das suspeitas e das vinganças politicas; e D. Luiz, cego pela paixão,
não duvidou em fazer-se instrumento d'ellas.","[""impulsivo"", ""inflexível"", ""rígido"", ""egoísta""]"
Os fidalgos da Casa Mourisca: Chronica da aldeia,"[{""name"": ""Dinis, Júlio"", ""birth_year"": 1839, ""death_year"": 1871}]","[""\""Os Fidalgos da Casa Mourisca\"" by Júlio Dinis is a novel written in the late 19th century. It explores themes of social decline, inheritance, and the contrast between old aristocracy and new agrarian prosperity through the lives of the Negrão family, particularly focusing on the struggles of D. Luiz, the patriarch, and his two sons, Jorge and Mauricio. The story delves into their ancestral home, the Casa Mourisca, which symbolizes their faded grandeur and the challenges posed by changing socio-political landscapes.  At the start of the narrative, the reader is introduced to the historical context of Portugal and the local folklore that surrounds the characters, specifically the notion of \""mouras encantadas.\"" The narrative quickly shifts to the depiction of the Casa Mourisca, highlighting its dilapidated state and the burdens of the Negrão family. D. Luiz, having returned from a diplomatic career, is shown grappling with family tragedies and political tensions. His sons represent differing attitudes towards their legacy; Jorge is introspective and concerned with the family's decline, whereas Mauricio is more carefree and focused on societal pleasures. As Jorge observes the flourishing Herdade nearby, he begins to reflect on saving their family estate, setting the stage for potential conflict and character development. (This is an automatically generated summary.)""]","[""Love stories"", ""Nobility -- Portugal -- Fiction"", ""Portugal -- Fiction""]","[""D. Luiz"", ""Jorge"", ""Mauricio"", ""Negrão""]",https://www.gutenberg.org/ebooks/16428.txt.utf-8,D. Luiz,"D. Luiz é um fidalgo instruído e determinado, mas também orgulhoso, inflexível e conservador. Sua rigidez política o levou a atos egoístas e impulsivos, resultando em desgostos e amargura. Ele se isola, tornando-se rabugento e indiferente à ruína de sua casa.","Este era o irmão querido da esposa, que o fidalgo estremecia; mas nem as
supplicas, nem as lagrimas d'ella puderam abrandar a força d'aquelle
rancor.","[""inflexível"", ""rígido"", ""frio"", ""egoísta""]"
Os fidalgos da Casa Mourisca: Chronica da aldeia,"[{""name"": ""Dinis, Júlio"", ""birth_year"": 1839, ""death_year"": 1871}]","[""\""Os Fidalgos da Casa Mourisca\"" by Júlio Dinis is a novel written in the late 19th century. It explores themes of social decline, inheritance, and the contrast between old aristocracy and new agrarian prosperity through the lives of the Negrão family, particularly focusing on the struggles of D. Luiz, the patriarch, and his two sons, Jorge and Mauricio. The story delves into their ancestral home, the Casa Mourisca, which symbolizes their faded grandeur and the challenges posed by changing socio-political landscapes.  At the start of the narrative, the reader is introduced to the historical context of Portugal and the local folklore that surrounds the characters, specifically the notion of \""mouras encantadas.\"" The narrative quickly shifts to the depiction of the Casa Mourisca, highlighting its dilapidated state and the burdens of the Negrão family. D. Luiz, having returned from a diplomatic career, is shown grappling with family tragedies and political tensions. His sons represent differing attitudes towards their legacy; Jorge is introspective and concerned with the family's decline, whereas Mauricio is more carefree and focused on societal pleasures. As Jorge observes the flourishing Herdade nearby, he begins to reflect on saving their family estate, setting the stage for potential conflict and character development. (This is an automatically generated summary.)""]","[""Love stories"", ""Nobility -- Portugal -- Fiction"", ""Portugal -- Fiction""]","[""D. Luiz"", ""Jorge"", ""Mauricio"", ""Negrão""]",https://www.gutenberg.org/ebooks/16428.txt.utf-8,D. Luiz,"D. Luiz é um fidalgo instruído e determinado, mas também orgulhoso, inflexível e conservador. Sua rigidez política o levou a atos egoístas e impulsivos, resultando em desgostos e amargura. Ele se isola, tornando-se rabugento e indiferente à ruína de sua casa.","Fez-se a paz, implantou-se no paiz a arvore da liberdade; D. Luiz deixou
então a vida da côrte e veio encerrar no canto da provincia os seus
despeitos, os seus odios e os seus desalentos. Trouxe comsigo um enxame
de misanthropos, a quem o sol da liberdade igualmente incommodava, e que
tinham resolvido pedir á natureza conforto contra os suppostos delictos
da humanidade.","[""melancólico"", ""pessimista"", ""solitário"", ""rabugento"", ""conservador""]"
Os fidalgos da Casa Mourisca: Chronica da aldeia,"[{""name"": ""Dinis, Júlio"", ""birth_year"": 1839, ""death_year"": 1871}]","[""\""Os Fidalgos da Casa Mourisca\"" by Júlio Dinis is a novel written in the late 19th century. It explores themes of social decline, inheritance, and the contrast between old aristocracy and new agrarian prosperity through the lives of the Negrão family, particularly focusing on the struggles of D. Luiz, the patriarch, and his two sons, Jorge and Mauricio. The story delves into their ancestral home, the Casa Mourisca, which symbolizes their faded grandeur and the challenges posed by changing socio-political landscapes.  At the start of the narrative, the reader is introduced to the historical context of Portugal and the local folklore that surrounds the characters, specifically the notion of \""mouras encantadas.\"" The narrative quickly shifts to the depiction of the Casa Mourisca, highlighting its dilapidated state and the burdens of the Negrão family. D. Luiz, having returned from a diplomatic career, is shown grappling with family tragedies and political tensions. His sons represent differing attitudes towards their legacy; Jorge is introspective and concerned with the family's decline, whereas Mauricio is more carefree and focused on societal pleasures. As Jorge observes the flourishing Herdade nearby, he begins to reflect on saving their family estate, setting the stage for potential conflict and character development. (This is an automatically generated summary.)""]","[""Love stories"", ""Nobility -- Portugal -- Fiction"", ""Portugal -- Fiction""]","[""D. Luiz"", ""Jorge"", ""Mauricio"", ""Negrão""]",https://www.gutenberg.org/ebooks/16428.txt.utf-8,D. Luiz,"D. Luiz é um fidalgo instruído e determinado, mas também orgulhoso, inflexível e conservador. Sua rigidez política o levou a atos egoístas e impulsivos, resultando em desgostos e amargura. Ele se isola, tornando-se rabugento e indiferente à ruína de sua casa.","O solar do fidalgo transformou-se pois em asylo de muitos
correligionarios, como elle desgostosos e irreconciliaveis com a nova
organisação social.","[""conservador"", ""inflexível"", ""rabugento""]"
Os fidalgos da Casa Mourisca: Chronica da aldeia,"[{""name"": ""Dinis, Júlio"", ""birth_year"": 1839, ""death_year"": 1871}]","[""\""Os Fidalgos da Casa Mourisca\"" by Júlio Dinis is a novel written in the late 19th century. It explores themes of social decline, inheritance, and the contrast between old aristocracy and new agrarian prosperity through the lives of the Negrão family, particularly focusing on the struggles of D. Luiz, the patriarch, and his two sons, Jorge and Mauricio. The story delves into their ancestral home, the Casa Mourisca, which symbolizes their faded grandeur and the challenges posed by changing socio-political landscapes.  At the start of the narrative, the reader is introduced to the historical context of Portugal and the local folklore that surrounds the characters, specifically the notion of \""mouras encantadas.\"" The narrative quickly shifts to the depiction of the Casa Mourisca, highlighting its dilapidated state and the burdens of the Negrão family. D. Luiz, having returned from a diplomatic career, is shown grappling with family tragedies and political tensions. His sons represent differing attitudes towards their legacy; Jorge is introspective and concerned with the family's decline, whereas Mauricio is more carefree and focused on societal pleasures. As Jorge observes the flourishing Herdade nearby, he begins to reflect on saving their family estate, setting the stage for potential conflict and character development. (This is an automatically generated summary.)""]","[""Love stories"", ""Nobility -- Portugal -- Fiction"", ""Portugal -- Fiction""]","[""D. Luiz"", ""Jorge"", ""Mauricio"", ""Negrão""]",https://www.gutenberg.org/ebooks/16428.txt.utf-8,D. Luiz,"D. Luiz é um fidalgo instruído e determinado, mas também orgulhoso, inflexível e conservador. Sua rigidez política o levou a atos egoístas e impulsivos, resultando em desgostos e amargura. Ele se isola, tornando-se rabugento e indiferente à ruína de sua casa.","Instituiu-se alli uma pequena côrte na aldeia, uma especie de assembleia
ou conventiculo politico, que não poucas vezes attrahiu as vistas dos
liberaes desconfiados e as ameaças dos mais insoffridos. Havia alli
homens de todas as condições, e alguns de illustração e sciencia.","[""controlador"", ""dominador"", ""autoritário""]"
Os fidalgos da Casa Mourisca: Chronica da aldeia,"[{""name"": ""Dinis, Júlio"", ""birth_year"": 1839, ""death_year"": 1871}]","[""\""Os Fidalgos da Casa Mourisca\"" by Júlio Dinis is a novel written in the late 19th century. It explores themes of social decline, inheritance, and the contrast between old aristocracy and new agrarian prosperity through the lives of the Negrão family, particularly focusing on the struggles of D. Luiz, the patriarch, and his two sons, Jorge and Mauricio. The story delves into their ancestral home, the Casa Mourisca, which symbolizes their faded grandeur and the challenges posed by changing socio-political landscapes.  At the start of the narrative, the reader is introduced to the historical context of Portugal and the local folklore that surrounds the characters, specifically the notion of \""mouras encantadas.\"" The narrative quickly shifts to the depiction of the Casa Mourisca, highlighting its dilapidated state and the burdens of the Negrão family. D. Luiz, having returned from a diplomatic career, is shown grappling with family tragedies and political tensions. His sons represent differing attitudes towards their legacy; Jorge is introspective and concerned with the family's decline, whereas Mauricio is more carefree and focused on societal pleasures. As Jorge observes the flourishing Herdade nearby, he begins to reflect on saving their family estate, setting the stage for potential conflict and character development. (This is an automatically generated summary.)""]","[""Love stories"", ""Nobility -- Portugal -- Fiction"", ""Portugal -- Fiction""]","[""D. Luiz"", ""Jorge"", ""Mauricio"", ""Negrão""]",https://www.gutenberg.org/ebooks/16428.txt.utf-8,D. Luiz,"D. Luiz é um fidalgo instruído e determinado, mas também orgulhoso, inflexível e conservador. Sua rigidez política o levou a atos egoístas e impulsivos, resultando em desgostos e amargura. Ele se isola, tornando-se rabugento e indiferente à ruína de sua casa.","A hospitalidade do fidalgo era magnifica. D. Luiz mostrava ignorar, ou
não querer saber, qual o preço por que ella lhe ficava. Indifferente a
tudo, dir-se-ia sêl-o tambem á ruina da sua propria casa, que apressava
assim.","[""inconsequente"", ""desorganizado"", ""frio"", ""egoísta"", ""orgulhoso""]"
O Arrependimento,"[{""name"": ""Castelo Branco, Camilo"", ""birth_year"": 1825, ""death_year"": 1890}]","[""\""O Arrependimento\"" by Camilo Castelo Branco is a novel written in the mid-19th century. This work explores themes of morality, redemption, and the complexity of human nature, focusing on the emotional and psychological struggles of its characters as they navigate the consequences of their choices.  The narrative revolves around Emilio da Cunha and his younger nephew, Roberto. After Emilio takes in Roberto following the demise of his brother, he hopes to guide him toward a better path. However, Roberto's negative influences lead him astray, resulting in a life filled with crime and despair. The story takes a turn when Roberto, after a moment of realization of his misdeeds, embarks on a journey to redeem himself, striving to earn back the trust and forgiveness of his uncle and cousin, Valentina. The novel ultimately emphasizes the potential for regeneration and the significance of compassion and understanding in overcoming past mistakes. (This is an automatically generated summary.)""]","[""Portuguese fiction -- 19th century"", ""Short stories, Portuguese""]","[""Emilio"", ""Roberto""]",https://www.gutenberg.org/ebooks/23346.txt.utf-8,Emilio,"Emilio é um homem trabalhador, precavido e focado, com um coração bondoso e ético. É protetor de sua família, observador e determinado, mas pode ser melancólico e pessimista diante de adversidades. No fim, mostra-se rigoroso e autoritário.","--Emilio da Cunha era o mais velho de tres irmãos, dos quaes, o mais
novo, vivia ha muitos annos no Rio de Janeiro, onde tinha alcançado
fortuna. O segundo nunca deixou o Porto, sendo sempre infeliz nos seus
commettimentos e especulações. Emilio da Cunha, á custa de muito
trabalho e economias, pôde alcançar uma fortunasinha, que lhe permittia
esperar com socego, o momento de descançar da vida laboriosa em que
tinha vivido.","[""trabalhador"", ""precavido"", ""focado""]"
O Arrependimento,"[{""name"": ""Castelo Branco, Camilo"", ""birth_year"": 1825, ""death_year"": 1890}]","[""\""O Arrependimento\"" by Camilo Castelo Branco is a novel written in the mid-19th century. This work explores themes of morality, redemption, and the complexity of human nature, focusing on the emotional and psychological struggles of its characters as they navigate the consequences of their choices.  The narrative revolves around Emilio da Cunha and his younger nephew, Roberto. After Emilio takes in Roberto following the demise of his brother, he hopes to guide him toward a better path. However, Roberto's negative influences lead him astray, resulting in a life filled with crime and despair. The story takes a turn when Roberto, after a moment of realization of his misdeeds, embarks on a journey to redeem himself, striving to earn back the trust and forgiveness of his uncle and cousin, Valentina. The novel ultimately emphasizes the potential for regeneration and the significance of compassion and understanding in overcoming past mistakes. (This is an automatically generated summary.)""]","[""Portuguese fiction -- 19th century"", ""Short stories, Portuguese""]","[""Emilio"", ""Roberto""]",https://www.gutenberg.org/ebooks/23346.txt.utf-8,Emilio,"Emilio é um homem trabalhador, precavido e focado, com um coração bondoso e ético. É protetor de sua família, observador e determinado, mas pode ser melancólico e pessimista diante de adversidades. No fim, mostra-se rigoroso e autoritário.","Emilio da Cunha, que tinha um coração bondoso, e um caracter
pundonoroso, para que a memoria de seu irmão não ficasse deshonrada,
comprometteu-se a pagar as dividas e recolheu em sua casa o filho para
lhe substituir o pai, que tinha perdido; procedimento louvavel, e digno
de se admirar, sabendo-se que elle tinha uma filha, para quem, passados
quatro ou cinco annos tinha a procurar um casamento vantajoso.","[""bondoso"", ""ético"", ""protetor"", ""responsável""]"
O Arrependimento,"[{""name"": ""Castelo Branco, Camilo"", ""birth_year"": 1825, ""death_year"": 1890}]","[""\""O Arrependimento\"" by Camilo Castelo Branco is a novel written in the mid-19th century. This work explores themes of morality, redemption, and the complexity of human nature, focusing on the emotional and psychological struggles of its characters as they navigate the consequences of their choices.  The narrative revolves around Emilio da Cunha and his younger nephew, Roberto. After Emilio takes in Roberto following the demise of his brother, he hopes to guide him toward a better path. However, Roberto's negative influences lead him astray, resulting in a life filled with crime and despair. The story takes a turn when Roberto, after a moment of realization of his misdeeds, embarks on a journey to redeem himself, striving to earn back the trust and forgiveness of his uncle and cousin, Valentina. The novel ultimately emphasizes the potential for regeneration and the significance of compassion and understanding in overcoming past mistakes. (This is an automatically generated summary.)""]","[""Portuguese fiction -- 19th century"", ""Short stories, Portuguese""]","[""Emilio"", ""Roberto""]",https://www.gutenberg.org/ebooks/23346.txt.utf-8,Emilio,"Emilio é um homem trabalhador, precavido e focado, com um coração bondoso e ético. É protetor de sua família, observador e determinado, mas pode ser melancólico e pessimista diante de adversidades. No fim, mostra-se rigoroso e autoritário.","Emilio da Cunha reconheceu logo os maus instinctos de que seu sobrinho
era dotado, e a desmoralisação, que já se tinha infiltrado no seu
coração, mas concebeu a esperança de o regenerar com desvelos,
paciencia, e sobre tudo bons exemplos. Sua filha, a que chamarei
Valentina, de 14 annos d'idade, contribuiu poderosamente para a
realisação d'este seu empenho, tão justo e louvavel. Era uma menina para
quem a natureza tinha sido prodiga em encantos de rosto, d'espirito e
coração, a ponto de qualquer que a via a admirar, e de quem a ouvia
amal-a immediatamente. Tinha uma tal influencia, ou magia sobre os que
se acercavam d'ella, que aos bons tornava-os melhores, e aos maus
fazia-lhe retirar envergonhados para o fundo do coração os maus
instinctos. Esta magia não teve menos poder sobre Roberto, do que sobre
os outros, de sorte que a regeneração que elle soffreu, nos seus
costumes e acções, foi tão sensivel, que o bondoso Emilio da Cunha
revia-se alegre e contente na sua obra, e congratulava-se dos resultados
que tinha colhido.","[""observador"", ""esperançoso"", ""determinado"", ""bondoso""]"
O Arrependimento,"[{""name"": ""Castelo Branco, Camilo"", ""birth_year"": 1825, ""death_year"": 1890}]","[""\""O Arrependimento\"" by Camilo Castelo Branco is a novel written in the mid-19th century. This work explores themes of morality, redemption, and the complexity of human nature, focusing on the emotional and psychological struggles of its characters as they navigate the consequences of their choices.  The narrative revolves around Emilio da Cunha and his younger nephew, Roberto. After Emilio takes in Roberto following the demise of his brother, he hopes to guide him toward a better path. However, Roberto's negative influences lead him astray, resulting in a life filled with crime and despair. The story takes a turn when Roberto, after a moment of realization of his misdeeds, embarks on a journey to redeem himself, striving to earn back the trust and forgiveness of his uncle and cousin, Valentina. The novel ultimately emphasizes the potential for regeneration and the significance of compassion and understanding in overcoming past mistakes. (This is an automatically generated summary.)""]","[""Portuguese fiction -- 19th century"", ""Short stories, Portuguese""]","[""Emilio"", ""Roberto""]",https://www.gutenberg.org/ebooks/23346.txt.utf-8,Emilio,"Emilio é um homem trabalhador, precavido e focado, com um coração bondoso e ético. É protetor de sua família, observador e determinado, mas pode ser melancólico e pessimista diante de adversidades. No fim, mostra-se rigoroso e autoritário.","Deu-se porém uma circumstancia feliz, mas que ao mesmo tempo foi
desgraçada, que deteve Roberto repentinamente na boa estrada em que se
tinha embrenhado, e na qual parecia caminhar resolutamente. Por uma
carta chegada n'um dos paquetes inglezes do Brazil, soube Emilio da
Cunha, que seu irmão mais novo tinha fallecido, deixando-o, por elle ser
o seu mais proximo parente, herdeiro d'uma fortuna consideravel. Bens
rusticos, e estabelecimentos industriaes é no que consistia a fortuna,
dos quaes se poderia colher bons lucros, sendo bem geridos, conforme o
tinha praticado o seu defunto proprietario; mas Emilio da Cunha, além de
se não julgar com conhecimentos e forças para bem gerir a industria com
que seu irmão tinha feito fortuna, não tinha desejo, nem queria
expatriar-se. Foi até com immensa repugnancia que se resolveu a ir ao
Brazil tomar posse e liquidar a herança; parecia que um secreto
presentimento o avisava do que tinha de acontecer, levando-o a
considerar como uma desgraça esta viagem, a que os sagrados direitos de
sua predilecta filha Valentina, o obrigavam a emprehender.","[""prudente"", ""protetor""]"
O Arrependimento,"[{""name"": ""Castelo Branco, Camilo"", ""birth_year"": 1825, ""death_year"": 1890}]","[""\""O Arrependimento\"" by Camilo Castelo Branco is a novel written in the mid-19th century. This work explores themes of morality, redemption, and the complexity of human nature, focusing on the emotional and psychological struggles of its characters as they navigate the consequences of their choices.  The narrative revolves around Emilio da Cunha and his younger nephew, Roberto. After Emilio takes in Roberto following the demise of his brother, he hopes to guide him toward a better path. However, Roberto's negative influences lead him astray, resulting in a life filled with crime and despair. The story takes a turn when Roberto, after a moment of realization of his misdeeds, embarks on a journey to redeem himself, striving to earn back the trust and forgiveness of his uncle and cousin, Valentina. The novel ultimately emphasizes the potential for regeneration and the significance of compassion and understanding in overcoming past mistakes. (This is an automatically generated summary.)""]","[""Portuguese fiction -- 19th century"", ""Short stories, Portuguese""]","[""Emilio"", ""Roberto""]",https://www.gutenberg.org/ebooks/23346.txt.utf-8,Emilio,"Emilio é um homem trabalhador, precavido e focado, com um coração bondoso e ético. É protetor de sua família, observador e determinado, mas pode ser melancólico e pessimista diante de adversidades. No fim, mostra-se rigoroso e autoritário.","Partiu finalmente, depois de ter tomado todas as precauções para a
tranquillidade de seu espirito. Valentina entrou em um dos collegios de
educação mais acreditados do Porto, e Roberto ficou n'uma casa
particular, onde lhe deviam prestar todos os cuidados, que exigiam a sua
idade, pois que já então tinha 17 annos, e a sua completa ignorancia, de
que até uma criança de 8 annos poderia zombar.","[""precavido""]"
O Arrependimento,"[{""name"": ""Castelo Branco, Camilo"", ""birth_year"": 1825, ""death_year"": 1890}]","[""\""O Arrependimento\"" by Camilo Castelo Branco is a novel written in the mid-19th century. This work explores themes of morality, redemption, and the complexity of human nature, focusing on the emotional and psychological struggles of its characters as they navigate the consequences of their choices.  The narrative revolves around Emilio da Cunha and his younger nephew, Roberto. After Emilio takes in Roberto following the demise of his brother, he hopes to guide him toward a better path. However, Roberto's negative influences lead him astray, resulting in a life filled with crime and despair. The story takes a turn when Roberto, after a moment of realization of his misdeeds, embarks on a journey to redeem himself, striving to earn back the trust and forgiveness of his uncle and cousin, Valentina. The novel ultimately emphasizes the potential for regeneration and the significance of compassion and understanding in overcoming past mistakes. (This is an automatically generated summary.)""]","[""Portuguese fiction -- 19th century"", ""Short stories, Portuguese""]","[""Emilio"", ""Roberto""]",https://www.gutenberg.org/ebooks/23346.txt.utf-8,Emilio,"Emilio é um homem trabalhador, precavido e focado, com um coração bondoso e ético. É protetor de sua família, observador e determinado, mas pode ser melancólico e pessimista diante de adversidades. No fim, mostra-se rigoroso e autoritário.","Emilio da Cunha aportou a salvamento ás terras de Santa Cruz, e logo que
saltou em terra, desenvolveu a maior actividade, e procurou por todos os
meios possiveis abreviar rapidamente os seus negocios, mas infelizmente
os resultados não correspondiam aos seus esforços e desejos, porque de
todos os lados, e a todos os momentos estavam sempre a surgir empecilhos
e embaraços não prevenidos nem esperados. Havia já um anno que Emilio da
Cunha tinha chegado ao Brazil, e ainda os seus negocios não estavam mais
adiantados, que no primeiro dia.","[""trabalhador"", ""focado"", ""determinado""]"
O Arrependimento,"[{""name"": ""Castelo Branco, Camilo"", ""birth_year"": 1825, ""death_year"": 1890}]","[""\""O Arrependimento\"" by Camilo Castelo Branco is a novel written in the mid-19th century. This work explores themes of morality, redemption, and the complexity of human nature, focusing on the emotional and psychological struggles of its characters as they navigate the consequences of their choices.  The narrative revolves around Emilio da Cunha and his younger nephew, Roberto. After Emilio takes in Roberto following the demise of his brother, he hopes to guide him toward a better path. However, Roberto's negative influences lead him astray, resulting in a life filled with crime and despair. The story takes a turn when Roberto, after a moment of realization of his misdeeds, embarks on a journey to redeem himself, striving to earn back the trust and forgiveness of his uncle and cousin, Valentina. The novel ultimately emphasizes the potential for regeneration and the significance of compassion and understanding in overcoming past mistakes. (This is an automatically generated summary.)""]","[""Portuguese fiction -- 19th century"", ""Short stories, Portuguese""]","[""Emilio"", ""Roberto""]",https://www.gutenberg.org/ebooks/23346.txt.utf-8,Emilio,"Emilio é um homem trabalhador, precavido e focado, com um coração bondoso e ético. É protetor de sua família, observador e determinado, mas pode ser melancólico e pessimista diante de adversidades. No fim, mostra-se rigoroso e autoritário.","Cançado, desanimado e affectado de melancolia, ou _spleen_, como lhe
chamaria um nosso fiel alliado britannico, mortificado por um
desassosego de que não podia explicar a causa, deliberou entregar os
seus negocios e a liquidação e arrecadação da heranca a um procurador, e
embarcar-se no primeiro paquete, que seguisse viagem para Portugal.","[""melancólico"", ""pessimista"", ""pragmático""]"
O Arrependimento,"[{""name"": ""Castelo Branco, Camilo"", ""birth_year"": 1825, ""death_year"": 1890}]","[""\""O Arrependimento\"" by Camilo Castelo Branco is a novel written in the mid-19th century. This work explores themes of morality, redemption, and the complexity of human nature, focusing on the emotional and psychological struggles of its characters as they navigate the consequences of their choices.  The narrative revolves around Emilio da Cunha and his younger nephew, Roberto. After Emilio takes in Roberto following the demise of his brother, he hopes to guide him toward a better path. However, Roberto's negative influences lead him astray, resulting in a life filled with crime and despair. The story takes a turn when Roberto, after a moment of realization of his misdeeds, embarks on a journey to redeem himself, striving to earn back the trust and forgiveness of his uncle and cousin, Valentina. The novel ultimately emphasizes the potential for regeneration and the significance of compassion and understanding in overcoming past mistakes. (This is an automatically generated summary.)""]","[""Portuguese fiction -- 19th century"", ""Short stories, Portuguese""]","[""Emilio"", ""Roberto""]",https://www.gutenberg.org/ebooks/23346.txt.utf-8,Emilio,"Emilio é um homem trabalhador, precavido e focado, com um coração bondoso e ético. É protetor de sua família, observador e determinado, mas pode ser melancólico e pessimista diante de adversidades. No fim, mostra-se rigoroso e autoritário.","De bordo d'um paquete inglez, chegado dos portos do Brazil, tinha
desembarcado um passageiro, que se dirigiu a um hotel para descançar, e
ahi passar até ao dia seguinte, em que devia seguir viagem para o Porto,
na mala-posta, a fim de se vir unir a seus filhos, que estava ancioso
por abraçar e apertar contra o coração. Julgo desnecessario o dizer-lhe,
pois me parece já o adivinhou, que este viajante era Emilio da Cunha,
que se considerava feliz por pisar o solo da sua patria, que tanto
amava, e onde estava tudo o que elle mais presava n'este mundo. Logo que
no hotel lhe prepararam o quarto e tomou uma pequena refeição, deitou-se
e adormeceu, embalado por sonhos felizes.","[""esperançoso""]"
O Arrependimento,"[{""name"": ""Castelo Branco, Camilo"", ""birth_year"": 1825, ""death_year"": 1890}]","[""\""O Arrependimento\"" by Camilo Castelo Branco is a novel written in the mid-19th century. This work explores themes of morality, redemption, and the complexity of human nature, focusing on the emotional and psychological struggles of its characters as they navigate the consequences of their choices.  The narrative revolves around Emilio da Cunha and his younger nephew, Roberto. After Emilio takes in Roberto following the demise of his brother, he hopes to guide him toward a better path. However, Roberto's negative influences lead him astray, resulting in a life filled with crime and despair. The story takes a turn when Roberto, after a moment of realization of his misdeeds, embarks on a journey to redeem himself, striving to earn back the trust and forgiveness of his uncle and cousin, Valentina. The novel ultimately emphasizes the potential for regeneration and the significance of compassion and understanding in overcoming past mistakes. (This is an automatically generated summary.)""]","[""Portuguese fiction -- 19th century"", ""Short stories, Portuguese""]","[""Emilio"", ""Roberto""]",https://www.gutenberg.org/ebooks/23346.txt.utf-8,Emilio,"Emilio é um homem trabalhador, precavido e focado, com um coração bondoso e ético. É protetor de sua família, observador e determinado, mas pode ser melancólico e pessimista diante de adversidades. No fim, mostra-se rigoroso e autoritário.","N'esse mesmo dia de tarde Emilio da Cunha tomou lugar no caminho de
ferro até ao Carregado, e ahi na mala-posta até ao Porto, onde trinta e
seis horas depois se achava nos braços de sua querida filha Valentina,
que immediatamente tinha ido procurar ao collegio.","[""protetor""]"
